,Date,Open,High,Low,Close,Adj Close,Volume,ticker
0,2022-12-01,148.21000700000002,149.130005,146.610001,148.309998,148.309998,71250400,AAPL
1,2022-12-02,145.96000700000002,148.0,145.649994,147.809998,147.809998,65447400,AAPL
2,2022-12-05,147.770004,150.919998,145.770004,146.630005,146.630005,68826400,AAPL
3,2022-12-06,147.070007,147.300003,141.919998,142.91000400000001,142.91000400000001,64727200,AAPL
4,2022-12-07,142.190002,143.369995,140.0,140.940002,140.940002,69721100,AAPL
5,2022-12-08,142.360001,143.520004,141.100006,142.649994,142.649994,62128300,AAPL
6,2022-12-09,142.33999599999999,145.570007,140.899994,142.16000400000001,142.16000400000001,76097000,AAPL
7,2022-12-12,142.699997,144.5,141.059998,144.490005,144.490005,70462700,AAPL
8,2022-12-13,149.5,149.970001,144.240005,145.470001,145.470001,93886200,AAPL
9,2022-12-14,145.350006,146.66000400000001,141.16000400000001,143.21000700000002,143.21000700000002,82291200,AAPL
10,2022-12-15,141.110001,141.800003,136.029999,136.5,136.5,98931900,AAPL
11,2022-12-16,136.690002,137.649994,133.729996,134.509995,134.509995,160156900,AAPL
12,2022-12-19,135.110001,135.199997,131.320007,132.369995,132.369995,79592600,AAPL
13,2022-12-20,131.389999,133.25,129.889999,132.300003,132.300003,77432800,AAPL
14,2022-12-21,132.979996,136.809998,132.75,135.449997,135.449997,85928000,AAPL
15,2022-12-22,134.350006,134.559998,130.300003,132.229996,132.229996,77852100,AAPL
16,2022-12-23,130.919998,132.419998,129.639999,131.860001,131.860001,63814900,AAPL
17,2022-12-27,131.380005,131.41000400000001,128.720001,130.029999,130.029999,69007800,AAPL
18,2022-12-28,129.669998,131.029999,125.870003,126.040001,126.040001,85438400,AAPL
19,2022-12-29,127.989998,130.479996,127.730003,129.610001,129.610001,75703700,AAPL
20,2022-12-30,128.41000400000001,129.949997,127.43,129.929993,129.929993,76960600,AAPL
21,2023-01-03,130.279999,130.899994,124.16999799999999,125.07,125.07,112117500,AAPL
22,2023-01-04,126.889999,128.66000400000001,125.08000200000001,126.360001,126.360001,89113600,AAPL
23,2023-01-05,127.129997,127.769997,124.760002,125.019997,125.019997,80962700,AAPL
24,2023-01-06,126.010002,130.28999299999998,124.889999,129.619995,129.619995,87686600,AAPL
25,2023-01-09,130.470001,133.41000400000001,129.889999,130.149994,130.149994,70790800,AAPL
26,2023-01-10,130.259995,131.259995,128.119995,130.729996,130.729996,63896200,AAPL
27,2023-01-11,131.25,133.509995,130.46000700000002,133.490005,133.490005,69458900,AAPL
28,2023-01-12,133.880005,134.259995,131.440002,133.41000400000001,133.41000400000001,71379600,AAPL
29,2023-01-13,132.029999,134.919998,131.66000400000001,134.759995,134.759995,57758000,AAPL
